Time,In,Out,UtilIn,UtilOut,Error,Discards,SpikeMG,ChangePointMG
18/Jan/2024 15:21:00,6184,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:24:00,6165,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:27:00,5595,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:30:00,6640,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:33:00,6165,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:36:00,5958,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:39:00,6313,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:42:00,5500,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:45:00,6487,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:48:00,5671,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:51:00,6640,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:54:00,5611,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 15:57:00,6148,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:00:00,6677,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:03:00,5880,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:06:00,6543,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:09:00,6167,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:12:00,5956,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:15:00,6295,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:18:00,6161,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:21:00,6038,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:24:00,6335,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:27:00,6105,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:30:00,6240,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:33:00,6167,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:36:00,6507,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:39:00,6240,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:42:00,5857,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:45:00,6371,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:48:00,5256,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:51:00,7269,3572,0.10%,0.00%,0.00%,0.00%,0.70,0.00
18/Jan/2024 16:54:00,7548,11641,0.10%,0.10%,0.00%,0.00%,0.00,0.00
18/Jan/2024 16:57:00,5746,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:00:00,6487,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:03:00,5786,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:06:00,6434,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:09:00,6788,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:12:00,5502,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:15:00,6485,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:18:00,5614,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:21:00,6313,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:24:00,6797,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:27:00,5462,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:30:00,6409,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:33:00,5725,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:36:00,6626,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:39:00,5935,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:42:00,6201,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:45:00,5936,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:48:00,5975,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:51:00,6412,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:54:00,5728,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 17:57:00,6563,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:00:00,6524,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:03:00,5728,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:06:00,6374,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:09:00,6335,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:12:00,6240,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:15:00,6526,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:18:00,5386,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:21:00,6696,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:24:00,5971,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:27:00,6374,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:30:00,6298,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:33:00,6244,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:36:00,6352,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:39:00,6221,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:42:00,5728,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:45:00,6316,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:48:00,5810,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:51:00,6558,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:54:00,5556,3628,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 18:57:00,6449,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:00:00,6072,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:03:00,6221,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:06:00,6485,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:09:00,6145,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:12:00,6130,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:15:00,6640,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:18:00,5629,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:21:00,6735,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:24:00,5712,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:27:00,5786,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:30:00,6677,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:33:00,5594,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:36:00,6602,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:39:00,5556,3628,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:42:00,6412,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:45:00,6145,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:48:00,5902,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:51:00,6158,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:54:00,6222,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 19:57:00,6852,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:00:00,5995,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:03:00,6181,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:06:00,6201,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:09:00,6240,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:12:00,5674,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:15:00,6492,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:18:00,6291,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:21:00,6068,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:24:00,6358,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:27:00,5956,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:30:00,5915,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:33:00,7266,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:36:00,5692,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:39:00,6108,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:42:00,5898,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:45:00,6257,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:48:00,6278,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:51:00,6206,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:54:00,6070,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 20:57:00,5956,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:00:00,6256,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:03:00,6393,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:06:00,6244,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:09:00,6199,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:12:00,5405,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:15:00,6526,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:18:00,6449,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:21:00,5878,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:24:00,6545,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:27:00,5497,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:30:00,6890,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:33:00,6145,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:36:00,6051,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:39:00,6468,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:42:00,5975,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:45:00,6526,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:48:00,6033,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:51:00,5859,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:54:00,6640,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 21:57:00,5687,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:00:00,6108,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:03:00,7154,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:06:00,5556,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:09:00,6599,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:12:00,5672,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:15:00,6337,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:18:00,6279,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:21:00,6524,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:24:00,5953,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:27:00,6168,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:30:00,6449,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:33:00,6109,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:36:00,6599,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:39:00,5446,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:42:00,6164,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:45:00,6108,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:48:00,6028,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:51:00,6601,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:54:00,5788,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 22:57:00,6374,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:00:00,6791,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:03:00,5631,3628,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:06:00,6602,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:09:00,5231,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:12:00,7269,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:15:00,5598,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:18:00,6120,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:21:00,6240,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:24:00,5672,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:27:00,6583,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:30:00,6150,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:33:00,6216,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:36:00,5842,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:39:00,6449,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:42:00,5786,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:45:00,6526,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:48:00,5608,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:51:00,6890,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:54:00,6053,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
18/Jan/2024 23:57:00,6014,3573,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:00:00,6301,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:03:00,5649,3631,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:06:00,6763,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:09:00,5654,3575,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:12:00,6625,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:15:00,6243,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:18:00,5595,3575,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:21:00,6699,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:24:00,6110,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:27:00,5901,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:30:00,6228,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:33:00,6146,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:36:00,6490,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:39:00,6146,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:42:00,5789,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:45:00,6551,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:48:00,6070,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:51:00,5903,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:54:00,6299,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 00:57:00,6015,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:00:00,6526,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:03:00,6607,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:06:00,6054,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:09:00,6090,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:12:00,6111,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:15:00,6222,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:18:00,5845,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:21:00,6170,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:24:00,6546,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:27:00,6073,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:30:00,6032,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:33:00,5905,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:36:00,7003,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:39:00,5485,3575,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:42:00,6737,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:45:00,5826,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:48:00,5883,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:51:00,6070,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:54:00,6414,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 01:57:00,6300,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:00:00,6361,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:03:00,5977,3631,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:06:00,6639,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:09:00,6075,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:12:00,6032,3575,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:15:00,6730,7621,0.10%,0.10%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:18:00,6387,6773,0.10%,0.10%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:21:00,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:24:00,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:27:00,5482,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:30:00,6371,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:33:00,6987,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:36:00,5482,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:39:00,6655,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:42:00,5670,3628,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:45:00,5975,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:48:00,5994,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:51:00,6029,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:54:00,7211,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 02:57:00,5826,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:00:00,5915,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:03:00,6541,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:06:00,6107,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:09:00,6530,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:12:00,6125,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:15:00,5728,3628,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:18:00,6695,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:21:00,5993,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:24:00,5844,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:27:00,5880,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:30:00,6216,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:33:00,7041,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:36:00,5730,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:39:00,5994,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:42:00,6029,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:45:00,6655,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:48:00,5977,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:51:00,6604,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:54:00,5728,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 03:57:00,6143,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:00:00,6164,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:03:00,5898,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:06:00,6662,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:09:00,5900,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:12:00,6048,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:15:00,6107,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:18:00,6392,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:21:00,6070,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:24:00,5973,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:27:00,6201,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:30:00,6869,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:33:00,6108,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:36:00,5804,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:39:00,6200,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:42:00,6357,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:45:00,6182,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:48:00,6108,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:51:00,5592,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:54:00,6508,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 04:57:00,6449,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:00:00,5898,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:03:00,6623,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:06:00,7624,11717,0.10%,0.10%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:09:00,6108,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:12:00,6619,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:15:00,5598,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:18:00,6558,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:21:00,5652,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:24:00,6680,3628,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:27:00,6623,3572,0.10%,0.00%,0.00%,0.00%,0.00,0.00
19/Jan/2024 05:30:00,5588,3572,0.00%,0.00%,0.00%,0.00%,0.00,0.00
